Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Fri May  1 01:34:41 2015

	Excel chart generation enabled
	Auto Mode
	Using maximum file size of 8388608 kilobytes.
	Command line used: /opt/iozone/bin/iozone -Ra -g 8G -b 431_6_8.xls -f 431_8_6.tmp
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
              64       4  504762 1336792  2801873  3541098 2772930 1279447 1828508  1933893  3203069  1460430  1385075 2772930  3541098
              64       8  998622 1484662  4564786  4988978 3203069 1690338 2467108  2278628  4274062  1780008  1648808 3588436  3791156
              64      16 1066042 1452528  4018152  4643754 3791156 1780008 2662899  2133730  4018152  1679761  1879725 3738358  4274062
              64      32 1013707 1526887  4564786  4897948 4207076 1780008 2662899  1828508  3738358  1679761  2467108 3738358  4207076
              64      64 1087638 1526887  4897948  5860307 4274062 1933893 2772930  1947927  3738358  1933893  1734015 3958892  4988978
             128       4 1057236 1281909  3657016  3867787 2905056 1471662 2248149  2066432  2858650  1663139  1526043 3468030  3657016
             128       8 1093856 1705404  3657016  4934216 3867787 1802755 2843510  2660335  5379161  2004703  1727352 4135958  4407601
             128      16 1206978 1772988  4717434  4717434 4557257 1975201 3124872  2784517  4267461  2098744  1939522 3759450  4407601
             128      32 1281909 1802755  4934216  5545860 4407601 2004703 3297617  2511022  5545860  2326073  2098744 3867787  4759253
             128      64 1243315 1755594  4934216  5603747 4717434 2132084 3445772  2409592  4407601  2090572  2920861 4104338  4934216
             128     128 1306873 1852520  5545860  5847904 5325799 2286447 3759450  2090572  4135958  1997245  2132084 4596273  5379161
             256       4 1163562 1398455  4009406  3557725 2975955 1660068 2371308  2170027  2975955  1805197  1506359 3770085  3705040
             256       8 1274008 1718521  4652146  4819184 3879045 2030503 3465855  2911402  3935921  1952947  1855098 4264168  4572895
             256      16 1280084 1740810  4755158  5217259 4652146 2325094 3368013  2613746  4422226  2242541  1956506 4572895  4572895
             256      32 1340826 1924938  4755158  5687020 4572895 2371308 3123106  3087188  4652146  2114473  2015259 4929815  4907284
             256      64 1340826 1924938  5117791  5810112 5428265 2371308 3935921  2880164  4755158  2533571  2435861 4264168  5117791
             256     128 1422540 1956506  5217259  5971678 5569035 2392442 4332998  2911402  4264168  2210228  3326279 4755158  5687020
             256     256 1430119 1956506  8534922  5810112 5455847 2266207 4332998  2533571  4734192  2480886  2350543 4734192  5569035
             512       4 1164070 1463057  3884698  4061007 3533174 2304647 3220553  2132967  2942541  1701913  1446306 3849877  3905895
             512       8 1230786 1625889  4784885  5624545 4447925 2178404 3849877  3177664  4411377  2244430  1938502 4610256  4494470
             512      16 1308798 1707325  4827914  5509113 4610256 2532990 3304808  3325278  4340054  2275345  2039772 3849877  4961773
             512      32 1357615 1867692  4784885  4457157 5115422 2560168 4195896  3409755  5509113  2460437  2158696 4701087  4961773
             512      64 1399189 2275345  5384786  6018636 5566231 2665014 4411377  3604335  5115422  2337255  2116152 4827914  5331314
             512     128 1413929 1968713  5115422  5699180 5744919 2509312 4571003  3068685  6174377  2725905  3068685 4827914  5822804
             512     256 1401929 1829505  6736026  5886650 5684095 2509312 4375425  2910635  5566231  2216629  3372274 4882800  5807059
             512     512 1422357 1938502  5509113  5886650 5822804 2438090 4610256  2416145  4961773  2391924  2160868 4973263  5398323
            1024       4 1159609 2245375  3469823  3970183 3200886 1729884 3863055  2559871  3020783  1724328  2259550 4048778  3606774
            1024       8 1280243 1659694  5660167  5390231 4199201 2081090 3696803  2976816  3999762  2003431  1766163 4410497  4415030
            1024      16 1304348 2578312  5042191  5251818 5096034 2541692 4339202  3518141  4832290  2365323  2592318 4146499  5175871
            1024      32 1352402 1995982  4531485  5593820 4741598 2375790 5175871  3160839  4720752  2156318  1845071 4762630  4898425
            1024      64 1372717 2659742  5390231  6569179 6093831 2730767 4741598  3738636  6744549  2338280  2120127 5144870  5194651
            1024     128 1416636 1988589  5630486  5917516 5751117 2659742 4995276  3655895  7160597  2767722  2391665 5018624  5821271
            1024     256 1406431 2165014  5251818  5813392 5690162 2547723 5564829  3189002  5925680  2611230  2467229 4488860  5782087
            1024     512 1367473 1961346  8137402  5885083 5813392 2421329 5065980  2751762  7066349  2260740  3582705 5336651  5853003
            1024    1024 1396825 2169388  5885083  5958564 5813392 2343383 5277632  2516377  5330028  2414523  2187063 4550690  5853003
            2048       4 1194239 1577928  4319142  3878414 3171115 1714966 3452815  2285891  3155969  1752044  1442279 3771144  3710866
            2048       8 1278491 1836709  4623699  4886737 4284671 2158380 4697018  3070239  4540600  2062505  2698856 4403275  5293261
            2048      16 1319537 1813827  4741090  5447681 4079167 2293826 3792790  3015275  4231899  2160551  2779189 4741090  5531879
