Linux 2.6.32-279.14.1.el6.x86_64 (compute-641-18.local) 	03/27/15 	_x86_64_	(32 CPU)

18:45:43     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
18:45:52      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      16    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
18:45:52      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      26    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:52      31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

18:45:52     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
18:45:53     all    0.00    0.00    0.09    0.16    0.00    0.00    0.00    0.00   99.75
18:45:53       0    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
18:45:53       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:53       2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:53       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:53       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
18:45:53       5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
