compute-431-3
	Iozone: Performance Test of File I/O
	        Version $Revision: 3.397 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer.
	             Ben England.

	Run began: Fri May  1 23:32:54 2015

	Excel chart generation enabled
	Auto Mode
	Command line used: /opt/iozone/bin/iozone -Ra -b 431_3.xls -f 431_3.tmp
	Output is in Kbytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 Kbytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                            random  random    bkwd   record   stride                                   
              KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
"16384"   1956994  2653691  2504098  2947334  3175164  3267718  3143501  3278005  2857857  3171501  3073898  2632747  2464936 
"32768"   0  0  0  0  2925240  3021446  3046224  2989505  3065588  3089015  3012571  2492644  2486961 
"65536"   0  0  0  0  2921938  2981619  3060121  3078974  3108184  3030166  3011080  2371235  2456552 
"131072"   0  0  0  0  2891369  2971672  3014461  3049678  2885072  3080420  2967709  2449577  2456824 
"262144"   0  0  0  0  2880453  2997097  3069676  2983151  3080858  3053980  3056611  2342143  2427237 
"524288"   0  0  0  0  2595447  3056555  3121281  3043143  3062609  3065435  3038996  2456510  2430926 

"Backward read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   2133730  2662899  2662899  2923952  2467108 
"128"   2558895  3297617  2784517  3297617  3560017  3867787 
"256"   2842047  3465855  4197489  3717869  4652146  4840911  4734192 
"512"   3029721  3849877  4131319  4827914  4494470  4916336  4610256  5331314 
"1024"   3999762  4715569  3668386  4783849  4949226  5593820  5251818  5144870  5660167 
"2048"   3657149  4783331  4875642  5264067  5095447  5172149  4983122  5372719  5521212  6007763 
"4096"   4607338  5784846  5475122  6005255  6293440  5424983  5587302  5468151  5001700  5728903  5565581 
"8192"   3796318  5265210  5274909  6292063  5884720  5271672  5486317  5329730  4793620  5940679  4776959  4273171 
"16384"   3360068  4825871  5189976  5537068  5512638  5649504  5137595  5276856  5078742  4915624  4749163  3891513  3528815 
"32768"   0  0  0  0  4826686  5124914  5330643  4725780  5172554  5774065  5202905  3718203  4026122 
"65536"   0  0  0  0  5474477  5297543  4814243  5905281  5221169  5117644  5861835  3904415  3895175 
"131072"   0  0  0  0  6326754  6313386  5876862  5788865  5826226  5671163  6016360  4039328  4057963 
"262144"   0  0  0  0  6549826  6382868  6185691  6134441  6052319  6249255  5981757  4320760  4095735 
"524288"   0  0  0  0  5335352  6584714  19033  6297375  6149362  6176167  6185548  4297050  4235571 

"Record rewrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   2067979  2444640  2379626  2203800  2133730 
"128"   2326073  2969325  2608629  2499332  2453642  2211113 
"256"   2392442  3454704  2665657  2943325  2911402  3285566  2533571 
"512"   2297251  3905895  2906696  2942541  4099771  3415178  2922519  2695115 
"1024"   3603747  4079544  2837198  3891053  3877004  5277632  4130547  3151562  3529706 
"2048"   3061485  4188565  4240255  4120256  4432815  4079167  3592903  3476572  3246623  3929871 
"4096"   4095510  4691638  4988629  3390670  3771811  4342950  5618365  3052133  4977067  3717133  3031667 
"8192"   3880349  4047176  3315359  5868638  3642192  3715045  3390605  3710232  3072825  3982903  4164914  2882575 
"16384"   3832695  5509102  4624209  5853544  6072338  6313339  5264728  3302581  3375417  5121513  3954439  2924630  2502092 
"32768"   0  0  0  0  3671421  6454106  5768975  5440583  5414434  5327337  4974660  2978362  2679079 
"65536"   0  0  0  0  6407588  6408783  5730586  5375764  5451784  5375343  4851288  2954062  2804739 
"131072"   0  0  0  0  6525848  6470166  5881892  5580835  5352254  5372234  4937195  3035751  2825987 
"262144"   0  0  0  0  5912694  6573321  5786086  5220733  5457938  5434281  4818197  3007591  2786156 
"524288"   0  0  0  0  6371915  6523669  5901884  5477704  5381179  5347470  5216483  2999087  2864636 

"Stride read report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   3588436  4897948  4018152  4274062  4018152 
"128"   3053774  5847904  4267461  4407601  4407601  4267461 
"256"   3078337  3994490  4572895  4572895  4840911  4840911  4553502 
"512"   3481620  4571003  4784885  4784885  5822804  5760329  5509113  5439343 
"1024"   4300102  5390231  4162573  5917516  6819511  6830356  6692005  5917516  5529011 
"2048"   3878414  5611381  6345027  6851089  6207471  7013303  6851089  6503556  7874853  6583305 
"4096"   5711761  6595451  8189447  8340529  6151473  6782940  10065509  5340661  8224733  6727163  4954103 
"8192"   5326425  7313997  5013234  8022717  5561803  9373038  5721087  6233844  7823601  8226319  6099933  4493932 
"16384"   4877940  6289072  6901066  7460745  7999188  7376654  6977442  5113510  8436179  8591217  7526113  4181592  3535533 
"32768"   0  0  0  0  4795529  6727045  6317346  6270080  6476003  9219879  6241606  4037950  4040443 
"65536"   0  0  0  0  6907207  6258204  6149558  6293020  6227297  6346635  8435510  4368494  3854105 
"131072"   0  0  0  0  6844159  6704763  6219604  6232648  6226084  6323989  6065882  4254325  3931972 
"262144"   0  0  0  0  6820630  6743078  6242833  5789011  6342843  6027402  5755827  4067146  3648186 
"524288"   0  0  0  0  5280797  6659311  4774415  6224188  6381067  6222691  6270565  4207024  4077113 

"Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   1452528  1690338  1599680  1947927  2067979 
"128"   1684006  1778862  1885042  2286447  1858934  2286447 
"256"   1766587  2170027  2131261  2266207  2539563  2118645  2509882 
"512"   1783912  2681653  2187279  2265742  2424328  2841317  2327124  2782414 
"1024"   2579861  2375790  2132761  2619192  2504637  2653170  2942149  2421329  2942149 
"2048"   2070459  2632683  2599225  2763987  2525110  2648920  2492143  2864451  3102397  3953383 
"4096"   2838800  2917377  3091124  3482778  2224851  2572681  3524939  2270725  3552638  2747106  2455738 
"8192"   2786495  3292485  2066651  3159282  2122831  3338228  2503659  2310860  2967980  2795791  2101666  2008307 
"16384"   2383130  2709031  2743423  2892135  2995773  3008890  2908046  2137743  2308516  2193001  2249645  2368019  2342911 
"32768"   0  0  0  0  2374640  2640274  2732286  2707846  2200825  2068561  1960758  2103223  2657786 
"65536"   0  0  0  0  2732824  2690639  2620185  2717183  2132989  1946137  1861234  1904288  2212941 
"131072"   0  0  0  0  2695623  2684252  2634875  2698892  2129171  1920216  1832972  1830921  2013640 
"262144"   0  0  0  0  2719249  2735397  2678764  2642607  2153823  1881125  1801713  1768389  1876223 
"524288"   0  0  0  0  2364841  2654809  1922131  2653870  2144117  1936285  1826106  1759639  1885481 

"Re-Fwrite report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   1357066  1638743  1828508  2133730  1780008 
"128"   1436229  1755594  1885042  2132084  2920861  1967960 
"256"   1642294  1817419  1924938  2045979  2305128  3123106  2170027 
"512"   2014892  2022482  1869318  1968713  2285029  2655129  3409755  2402629 
"1024"   2028027  1999700  1799462  1771262  2019445  2364021  2751762  3606774  2541692 
"2048"   1574169  1943069  2011785  1894641  2068465  2782790  2230685  2531062  4081105  3145567 
"4096"   2283401  2506983  2488463  2070910  2321978  2229470  2682340  2705147  2728780  3319264  2625764 
"8192"   1527791  2315532  2170572  2678953  2218359  2132846  2048050  2262473  2026668  2349897  3281793  2052699 
"16384"   1779891  1787856  1866930  2559593  1979486  2118956  1870334  2514451  1758304  1668766  2143410  2639624  2021707 
"32768"   0  0  0  0  2250411  2033908  2458578  2414564  1861816  1934920  1731104  2072741  2538593 
"65536"   0  0  0  0  2389457  2488848  2503970  2570446  2115229  1875393  1837077  1826433  2135126 
"131072"   0  0  0  0  2582337  2517325  2620232  2602754  2085411  1913459  1786988  1803336  2014039 
"262144"   0  0  0  0  2629751  2660929  2627878  2556725  2113503  1777658  1760396  1753929  1891998 
"524288"   0  0  0  0  2370498  2660066  2381006  2603125  2112548  1903394  1797157  1778369  1871748 

"Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   2772930  3791156  3958892  3738358  4018152 
"128"   3759450  4135958  3785961  3867787  4135958  4557257 
"256"   3557725  3994490  3935921  4496299  4652146  4734192  4819184 
"512"   4131319  4411377  4061007  3736016  3140488  4973263  4532414  5439343 
"1024"   4195100  4130547  3849207  4095102  5751117  4832290  5310258  5226256  5536137 
"2048"   3887189  5447681  5184636  7503399  4839929  5735012  4983122  6303124  5503525  6189580 
"4096"   5513780  6105563  6769576  5883908  6430059  5489116  5894001  5910222  5520868  5792648  5389246 
"8192"   4087619  5208541  6765318  6660405  5326425  5789530  5432536  4929091  5447177  5642173  4657175  4700499 
"16384"   3861554  5608926  5059671  4267811  5651363  5968441  4729877  4850054  4960332  4961764  5132606  4053575  3531899 
"32768"   0  0  0  0  4936423  4997451  4763451  4729846  5096975  5195628  4751758  3950779  3631262 
"65536"   0  0  0  0  5285218  5841033  5254203  5450487  5893506  5736685  5917485  3991732  4140737 
"131072"   0  0  0  0  6341496  6178572  5661352  6110312  5846177  5917728  5732905  4064112  4145477 
"262144"   0  0  0  0  88546  5310321  4764352  6049522  6142220  6013031  112962  4373731  110797 
"524288"   0  0  0  0  5443587  95002  88791  5952463  6187236  6225580  99471  4297436  4169880 

"Re-Fread report"
        "4"  "8"  "16"  "32"  "64"  "128"  "256"  "512"  "1024"  "2048"  "4096"  "8192"  "16384"
"64"   3588436  4897948  4018152  4564786  5283570 
"128"   3895854  4557257  4444086  4717434  6727225  5122535 
"256"   2783115  4652146  4496299  4907284  5242734  5320671  5810112 
"512"   5164632  5079126  5019764  5067142  5624545  5822804  5744919  6821616 
"1024"   3835457  6093831  4832290  5096034  6874084  7160597  6650556  6863100  6918376 
"2048"   5222461  6397004  6759439  8190205  6895083  7529708  6280083  9268323  7311791  8830061 
"4096"   7392988  8028705  8393502  6967243  7639552  7212959  7701194  7770863  6919538  7670249  5736555 
"8192"   4259926  5389927  8799346  8419841  5622783  6895660  5546540  5553712  6278267  5361332  5016894  4810398 
"16384"   3823738  4813027  5410639  4462070  5342079  6992351  4753434  4804615  5028939  6445388  4674538  4533304  3792506 
"32768"   0  0  0  0  4695267  6724412  5434344  5377151  4689179  6288441  6050366  4297545  4162570 
"65536"   0  0  0  0  7075764  6823194  6207748  6347954  6308184  6309487  6148457  4339528  4145233 
"131072"   0  0  0  0  7092634  6828432  6320063  6363960  6382208  6393416  6194026  4280060  4138954 
"262144"   0  0  0  0  5791298  5417092  4891940  6342221  6370626  6419613  5194760  4417646  3719721 
"524288"   0  0  0  0  5610299  5545781  5355832  6299485  6398911  6403365  5155288  4401604  4215209 
