Linux 2.6.32-279.14.1.el6.x86_64 (compute-662-1.local) 	03/20/2015 	_x86_64_	(48 CPU)

01:37:12 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:37:13 AM   26    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   33    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00   99.01
01:37:13 AM   34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   42    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:13 AM   47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01:37:13 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:37:14 AM  all    0.02    0.00    0.06    0.00    0.00    0.00    0.00    0.00   99.92
01:37:14 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
01:37:14 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   25    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00   99.01
01:37:14 AM   26    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   38    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00   99.01
01:37:14 AM   39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   42    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   44    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
01:37:14 AM   45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:14 AM   47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01:37:14 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:37:15 AM  all    9.10    0.00    2.63    0.31    0.00    0.02    0.00    0.00   87.93
01:37:15 AM    0   27.55    0.00    6.12    0.00    0.00    0.00    0.00    0.00   66.33
01:37:15 AM    1    0.00    0.00    0.99    2.97    0.00    0.00    0.00    0.00   96.04
01:37:15 AM    2    5.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   94.00
01:37:15 AM    3   27.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00   64.00
01:37:15 AM    4   27.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00   69.00
01:37:15 AM    5   25.25    0.00    6.06    0.00    0.00    0.00    0.00    0.00   68.69
01:37:15 AM    6   25.74    0.00    5.94    0.00    0.00    0.00    0.00    0.00   68.32
01:37:15 AM    7   26.26    0.00    5.05    0.00    0.00    0.00    0.00    0.00   68.69
01:37:15 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   12   25.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00   69.00
01:37:15 AM   13    0.00    0.00    2.00    2.00    0.00    0.00    0.00    0.00   96.00
01:37:15 AM   14   25.74    0.00    7.92    1.98    0.00    0.00    0.00    0.00   64.36
01:37:15 AM   15   24.24    0.00    5.05    0.00    0.00    0.00    0.00    0.00   70.71
01:37:15 AM   16   25.74    0.00    5.94    0.00    0.00    0.00    0.00    0.00   68.32
01:37:15 AM   17    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
01:37:15 AM   18   24.24    0.00    6.06    0.00    0.00    0.00    0.00    0.00   69.70
01:37:15 AM   19   25.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00   68.00
01:37:15 AM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   24    0.00    0.00    0.00    4.00    0.00    0.00    0.00    0.00   96.00
01:37:15 AM   25   25.25    0.00    7.07    0.00    0.00    0.00    0.00    0.00   67.68
01:37:15 AM   26   29.59    0.00    9.18    1.02    0.00    0.00    0.00    0.00   60.20
01:37:15 AM   27    1.01    0.00    2.02    1.01    0.00    1.01    0.00    0.00   94.95
01:37:15 AM   28    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00   97.98
01:37:15 AM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   30    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   98.98
01:37:15 AM   31    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:37:15 AM   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   36    1.96    0.00    2.94    2.94    0.00    0.00    0.00    0.00   92.16
01:37:15 AM   37   26.26    0.00    7.07    0.00    0.00    0.00    0.00    0.00   66.67
01:37:15 AM   38    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
01:37:15 AM   39    3.00    0.00    2.00    1.00    0.00    0.00    0.00    0.00   94.00
01:37:15 AM   40    0.99    0.00    0.99    0.00    0.00    0.99    0.00    0.00   97.03
01:37:15 AM   41   26.73    0.00    6.93    0.00    0.00    0.00    0.00    0.00   66.34
01:37:15 AM   42    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00   97.98
01:37:15 AM   43    1.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   98.00
01:37:15 AM   44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:15 AM   47    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00   97.00

01:37:15 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:37:16 AM  all   17.64    0.00    0.15    0.00    0.00    0.00    0.00    0.00   82.22
01:37:16 AM    0   53.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00   46.94
01:37:16 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM    3   53.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   46.00
01:37:16 AM    4   53.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.00
01:37:16 AM    5   53.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00   46.46
01:37:16 AM    6   52.53    0.00    1.01    0.00    0.00    0.00    0.00    0.00   46.46
01:37:16 AM    7   52.48    0.00    0.99    0.00    0.00    0.00    0.00    0.00   46.53
01:37:16 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   12   53.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   46.00
01:37:16 AM   13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
01:37:16 AM   14   53.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.00
01:37:16 AM   15   53.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.00
01:37:16 AM   16   53.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00   46.46
01:37:16 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   18   52.48    0.00    0.99    0.00    0.00    0.00    0.00    0.00   46.53
01:37:16 AM   19   53.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00   46.46
01:37:16 AM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   25   53.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00   46.46
01:37:16 AM   26   52.48    0.00    0.99    0.00    0.00    0.00    0.00    0.00   46.53
01:37:16 AM   27    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00   98.02
01:37:16 AM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   37   53.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.00
01:37:16 AM   38    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
01:37:16 AM   39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   41   52.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00   47.47
01:37:16 AM   42    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   43    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00   99.01
01:37:16 AM   44    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00   98.99
01:37:16 AM   45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:16 AM   47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01:37:16 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:37:17 AM  all    0.02    0.00    0.06    0.00    0.00    0.00    0.00    0.00   99.92
01:37:17 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
01:37:17 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   26    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   42    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   44    1.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.98
01:37:17 AM   45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:17 AM   47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

01:37:17 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:37:18 AM  all    0.00    0.00    0.04    0.00    0.00    0.00    0.00    0.00   99.96
01:37:18 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   13    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
01:37:18 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   21    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   23    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   26    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   32    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   35    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   36    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:37:18 AM   40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
